,predictor_name,coef,fold
445,lspFreq_sma.5._maxPos,-0.9799039812422058,3
446,lspFreq_sma.5._iqr2.3,0.4736583102961382,3
447,lspFreq_sma.5._iqr1.3,0.5919393463164837,3
448,lspFreq_sma.6._max,0.5881110457361196,3
449,lspFreq_sma.6._min,1.8309944705694907,3
450,lspFreq_sma.6._stddev,-1.8851673068458261,3
451,lspFreq_sma.6._kurtosis,0.6368382876164556,3
452,lspFreq_sma.6._iqr2.3,1.5805535462135594,3
453,lspFreq_sma.7._max,0.6314614247549258,3
454,lspFreq_sma.7._linregc2,1.3816310408600927,3
455,lspFreq_sma.7._linregerrQ,1.3384730271667948,3
456,lspFreq_sma.7._quartile2,1.4232251326959844,3
457,lspFreq_sma.7._quartile3,1.4726368282266127,3
458,lspFreq_sma.7._iqr1.2,0.659599963702712,3
459,pcm_zcr_sma_maxPos,-1.1724935881702145,3
460,pcm_zcr_sma_minPos,0.7099831659230345,3
461,voiceProb_sma_max,-0.47153516683407004,3
462,voiceProb_sma_linregc2,1.1204764359634196,3
463,voiceProb_sma_quartile2,1.0375880158233617,3
464,F0_sma_max,-0.6055911385420643,3
465,F0_sma_range,-0.6055911385420643,3
466,F0_sma_kurtosis,0.6682567876193574,3
467,F0_sma_quartile1,1.1170861045929477,3
468,F0_sma_iqr2.3,-1.5893516476319791,3
469,F0env_sma_maxPos,0.8859696890863662,3
470,F0env_sma_linregerrQ,-1.5773542051433564,3
471,F0env_sma_iqr1.2,0.21656607203954575,3
472,F0env_sma_iqr2.3,-0.13721075840197888,3
473,pcm_loudness_sma_de_max,1.1932395436901473,3
474,pcm_loudness_sma_de_min,0.6847442179438716,3
475,pcm_loudness_sma_de_amean,1.412407656411556,3
476,pcm_loudness_sma_de_skewness,0.22641358246243087,3
477,pcm_loudness_sma_de_kurtosis,0.4798457942878042,3
478,mfcc_sma_de.1._min,-0.7901445385722431,3
479,mfcc_sma_de.1._maxPos,0.41271669837030384,3
480,mfcc_sma_de.1._skewness,1.9414833236914415,3
481,mfcc_sma_de.1._kurtosis,1.2669171533240757,3
482,mfcc_sma_de.1._quartile2,-1.4001527423625406,3
